name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre,genre_val
Tower Bass,321379,False,17,Aphrodite,Aphro Classics 3,0.723,0.989,0,-0.613,True,0.0958,0.00763,0.555,0.114,0.799,173.988,4.0,930.0,232.0,3.349056603773585,breakbeat,5
Intro - The Way of Cain,78876,False,19,Antichrist Siege Machine,Purifying Blade,0.207,0.733,1,-12.181,True,0.0671,0.375,0.731,0.649,0.32,88.287,4.0,113.0,27.0,2.36741214057508,black-metal,2
Blanche Monnier,383447,False,0,Eternal Griefs,Blanche Monnier,0.383,0.875,8,-9.994,True,0.0452,4.36e-05,0.87,0.115,0.262,134.998,4.0,857.0,214.0,2.7259036144578315,iranian,13
No Nation On This Earth,492000,False,19,Primordial,To the Nameless Dead,0.0954,0.869,2,-5.071,True,0.0802,3.2e-06,0.31,0.348,0.137,89.08,4.0,978.0,246.0,3.70048309178744,black-metal,2
PAINT YOU WITH MY LOVE,269026,False,43,Marilyn Manson,WE ARE CHAOS,0.464,0.829,7,-3.93,True,0.0377,0.0107,0.0371,0.61,0.238,130.081,4.0,577.0,144.0,4.067085953878407,industrial,12
orion,281906,False,61,Kenshi Yonezu,BOOTLEG,0.702,0.614,8,-4.93,True,0.028,0.103,0.0,0.231,0.507,104.022,4.0,479.0,118.0,2.7259036144578315,j-idol,15
Money Gram,144126,True,0,Vipa Music;Kenyaman,Money Gram,0.727,0.83,0,-1.08,True,0.116,0.126,0.0,0.176,0.94,107.106,4.0,255.0,63.0,3.349056603773585,j-dance,14
"The Infant King (Arr. D. Willcocks & G. Pedersen for Solo Voice, Choir & Chamber Ensemble)",272760,False,0,Traditional;The Norwegian Soloists' Choir;Grete Pedersen;Gjermund Larsen;Marco Ambrosini;Sondre Meisfjord;David McCune,"Veni: Songs of Christmas, Vol. 2",0.102,0.0981,4,-23.791,True,0.0487,0.977,0.0638,0.123,0.0659,78.785,4.0,431.0,108.0,0.916010498687664,sleep,17
gorila,162146,False,30,Morbo y Mambo,Morbo y Mambo,0.742,0.617,5,-10.134,False,0.044,0.397,0.888,0.14,0.847,101.999,4.0,276.0,68.0,1.2793053545586106,afrobeat,1
City Life,160844,False,39,Raghav Meattle,City Life - Single,0.647,0.45,4,-12.358,True,0.0339,0.563,6.89e-05,0.143,0.339,94.962,4.0,250.0,61.0,0.916010498687664,indian,11
Arpegios,193206,False,32,Brock Ansiolitiko,Arpegios,0.626,0.701,8,-6.315,True,0.165,0.463,0.0,0.272,0.533,92.218,4.0,293.0,73.0,2.7259036144578315,spanish,18
In Love With You,264040,False,0,Jacky Cheung;Regine Velasquez,Best of OPM Love Duets & Best of OPM Classic Love Songs,0.483,0.438,6,-7.071,True,0.0248,0.204,0.0,0.0863,0.154,71.003,4.0,307.0,77.0,1.1709531013615733,mandopop,16
A ver qué pasa - Estrella Damm 2021,232350,False,59,Rigoberta Bandini,A ver qué pasa - Estrella Damm 2021,0.562,0.655,7,-9.207,False,0.0514,0.0159,0.00953,0.122,0.398,129.929,4.0,476.0,119.0,4.067085953878407,spanish,18
Spitfire,307800,False,55,The Prodigy,"Always Outnumbered, Never Outgunned",0.563,0.924,2,-2.703,True,0.0412,0.000917,0.583,0.0352,0.26,119.089,4.0,609.0,152.0,3.70048309178744,breakbeat,5
Y All Stole Them Dances - Original Mix,319352,False,6,Paul Johnson,The Music In Me,0.804,0.851,11,-9.786,False,0.145,0.00101,0.0107,0.261,0.607,132.813,4.0,700.0,176.0,0.7481162540365985,chicago-house,6
Tore Up Over You - Live,414266,False,21,Jerry Garcia Band;Jerry Garcia,"Let it Rock: The Jerry Garcia Collection, Volume 2",0.614,0.796,5,-8.278,True,0.0395,0.429,0.207,0.714,0.796,118.103,4.0,807.0,203.0,1.2793053545586106,bluegrass,3
Titom! Dop2dop (Remix),149830,False,36,De Doelleazen;Zender Obama;R.J. Wielstra;S. Schaafsma,Wy Jouwe Gas,0.707,0.966,1,-3.581,True,0.0656,0.00589,0.425,0.0285,0.715,165.019,4.0,401.0,100.0,2.36741214057508,happy,9
Dauden,259173,False,19,Windir,Likferd,0.307,0.847,0,-6.278,True,0.048,1.35e-06,0.91,0.0894,0.159,168.016,4.0,711.0,177.0,3.349056603773585,black-metal,2
My Feet Are on the Rock,183706,False,57,I AM THEY,Trial & Triumph,0.612,0.83,0,-4.361,True,0.0464,0.00171,0.0,0.125,0.525,103.84,4.0,309.0,78.0,3.349056603773585,indian,11
Taxi nach Paris - Fabelwelt Radio Edit,193170,False,34,The Disco Boys,Taxi nach Paris (Fabelwelt Edit),0.727,0.64,11,-5.443,True,0.0284,0.00301,2.62e-05,0.104,0.665,123.058,4.0,389.0,96.0,0.7481162540365985,techno,20
Do What U Like - Dave Aude Club Remix,457720,False,4,Bad Boy Bill;Alyssa Palmer;Dave Audé,Do What U Like (Pt. 1),0.81,0.883,5,-6.627,True,0.0572,0.0253,0.786,0.0553,0.779,127.99,4.0,972.0,245.0,1.2793053545586106,chicago-house,6
Just Any Moment,154293,False,21,Flatt Lonesome,Flatt Lonesome,0.731,0.815,10,-5.211,True,0.0305,0.599,3.09e-05,0.105,0.97,120.08,4.0,293.0,72.0,0.7573891625615764,bluegrass,3
Don't Wanna Lie (feat. 8lak & Hosea),175144,False,45,Patrick Brasca;8lak;Hosea,燥熱,0.687,0.528,9,-10.286,True,0.0453,0.249,7.24e-05,0.126,0.292,82.508,4.0,239.0,59.0,1.343558282208589,mandopop,16
Make the Road By Walking,183213,False,20,Menahan Street Band,Make the Road By Walking,0.615,0.76,10,-8.393,False,0.0317,0.0186,0.053,0.0825,0.902,90.847,4.0,273.0,68.0,0.7573891625615764,afrobeat,1
Follow The Leaders - 2005 Digital Remaster,337640,False,24,Killing Joke,What's This For . . . !,0.474,0.756,9,-11.393,True,0.0501,1.18e-05,0.301,0.0598,0.696,146.767,4.0,814.0,206.0,1.343558282208589,industrial,12
Música Doce,312396,False,9,Massagem Guru,"Relaxamento, Yoga e Meditação - Seleção de Música Doce, Suave e Relaxante para Ajudar a Acalmar, Trazer Serenidade",0.138,0.255,5,-19.885,True,0.0331,0.988,0.871,0.0848,0.0399,74.75,5.0,389.0,96.0,1.2793053545586106,mandopop,16
Invaders Must Die,295026,False,58,The Prodigy,Invaders Must Die,0.606,0.9,6,-5.168,True,0.0547,0.000508,0.901,0.112,0.115,140.035,4.0,679.0,169.0,1.1709531013615733,breakbeat,5
Let People Ask,90218,False,2,Twinkz,Dreaming Glory,0.581,0.269,9,-15.981,False,0.0856,0.981,0.872,0.121,0.679,79.98,4.0,119.0,29.0,1.343558282208589,study,19
Just The One,276586,False,20,Fritz Kalkbrenner;Ben Böhmer,True Colours,0.703,0.647,3,-7.974,True,0.0374,0.264,0.911,0.11,0.32,119.983,4.0,544.0,136.0,1.7389162561576357,techno,20
Ay Mamá,181120,False,59,Rigoberta Bandini,Ay Mamá,0.687,0.56,1,-6.399,True,0.0364,0.133,7.45e-06,0.146,0.32,126.995,4.0,378.0,93.0,2.36741214057508,spanish,18
Socially Inept,245386,False,0,Proem,Socially Inept,0.186,0.573,0,-19.173,True,0.192,0.496,0.896,0.102,0.0731,90.056,3.0,418.0,138.0,3.349056603773585,idm,10
More And More - Single Version,253573,False,65,Captain Hollywood Project,Love Is Not Sex,0.661,0.847,7,-11.855,True,0.0349,0.225,0.835,0.0863,0.71,125.862,4.0,518.0,128.0,4.067085953878407,techno,20
Mesa de Bar,177200,False,48,Conde do Forró,Maltratando os Corações,0.676,0.575,9,-10.542,False,0.038,0.701,0.0,0.133,0.591,135.003,4.0,394.0,97.0,1.343558282208589,forro,8
気づいたら片想い,252866,False,21,Nogizaka46;松井玲奈,気づいたら片想い,0.67,0.763,2,-3.998,False,0.0322,0.71,0.0,0.27,0.703,119.968,4.0,496.0,123.0,3.70048309178744,j-idol,15
Hollandse Pot 2.0,206186,False,28,Kinderen voor Kinderen,38 - Gruwelijk eng,0.762,0.887,2,-5.103,True,0.0691,0.0908,6.9e-06,0.103,0.655,99.992,4.0,336.0,84.0,3.70048309178744,disney,7
Which Light Switch Is Which? - Extended Mix,357900,False,9,Scooter,Which Light Switch Is Which? (Extended Mix),0.531,0.958,5,-4.501,False,0.056,0.00165,0.0476,0.338,0.129,150.008,4.0,873.0,218.0,1.2793053545586106,happy,9
dreamfield,120000,False,21,Jarhed,apollo,0.657,0.301,6,-13.093,False,0.0433,0.496,0.9,0.126,0.218,80.002,4.0,159.0,39.0,1.1709531013615733,study,19
Jitterbug Love,201706,False,26,The Wood Brothers,Kingdom in My Mind,0.659,0.721,0,-9.035,True,0.0523,0.531,0.000931,0.34,0.728,96.118,4.0,319.0,79.0,3.349056603773585,bluegrass,3
T.O.A.B.,219666,True,32,Sevendust,Animosity,0.518,0.981,4,-2.997,True,0.296,0.00115,9.77e-05,0.0939,0.133,102.896,4.0,370.0,93.0,0.916010498687664,industrial,12
Rubi - Ao Vivo,141270,False,47,Taty Girl,"Baú da Taty Girl, Pt. 1 (Ao Vivo)",0.621,0.915,8,-3.959,True,0.15,0.126,0.000638,0.0714,0.561,114.873,4.0,270.0,67.0,2.7259036144578315,forro,8
Swoon,365080,False,49,The Chemical Brothers,Further,0.492,0.773,2,-5.845,True,0.0369,0.0022,0.835,0.305,0.197,123.974,4.0,754.0,188.0,3.70048309178744,breakbeat,5
Azurite,146999,False,16,"Sarah, the Illstrumentalist",Pocket Full of Crystals: Vol 2,0.635,0.402,2,-13.602,False,0.0408,0.73,0.898,0.245,0.32,119.796,4.0,285.0,71.0,3.70048309178744,study,19
Rainbow Illness,88226,False,25,Wolves In The Throne Room,Celestial Lineage,0.123,0.225,9,-21.184,True,0.0522,0.00063,0.836,0.0564,0.0955,76.104,4.0,111.0,28.0,1.343558282208589,black-metal,2
Jatayu,239668,False,52,Colyn,Jatayu,0.706,0.804,2,-8.739,True,0.045,0.00118,0.865,0.131,0.225,124.006,4.0,492.0,123.0,3.70048309178744,techno,20
Daevayasna,426500,False,0,From The Vastland,Daevayasna,0.33,0.982,11,-2.827,True,0.0927,0.000131,0.638,0.122,0.0375,120.191,4.0,848.0,211.0,0.7481162540365985,iranian,13
Barbari (Part I),103746,False,25,Franco Chillemi;Remo Girone,Pocahontas (Colonna Sonora Originale),0.506,0.538,0,-11.764,True,0.0619,0.805,1.09e-06,0.338,0.664,139.444,4.0,234.0,58.0,3.349056603773585,disney,7
Nite Roads,414765,False,13,Jovonn,Goldtones,0.671,0.83,9,-9.788,False,0.0404,0.00284,0.856,0.114,0.788,120.914,4.0,831.0,208.0,1.343558282208589,chicago-house,6
Gravitate - Technique Summer 2017 Album Sampler,286896,True,14,Tantrum Desire,Gravitate,0.558,0.919,5,-1.476,False,0.159,0.00459,0.399,0.0881,0.127,173.99,4.0,799.0,201.0,1.2793053545586106,industrial,12
The Waterfront,290306,False,0,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,0.486,0.807,6,-9.928,True,0.108,0.106,0.798,0.232,0.354,107.937,4.0,508.0,128.0,1.1709531013615733,iranian,13
Say Goodbye Fireflies,261066,False,38,El Tigr3,Kronos,0.578,0.857,8,-10.54,True,0.0419,0.236,0.915,0.0885,0.0349,105.009,4.0,453.0,113.0,2.7259036144578315,techno,20
何の時間,184608,False,26,Maharajan,いいことがしたい,0.64,0.907,0,-4.372,True,0.0475,7.86e-05,0.0624,0.141,0.875,127.991,4.0,393.0,99.0,3.349056603773585,j-dance,14
Float n Flutter,212200,False,10,Blackburri,Float n Flutter,0.697,0.339,9,-16.335,False,0.0487,0.95,0.916,0.115,0.488,75.003,3.0,262.0,86.0,1.343558282208589,study,19
Around - Solomun Vox,418594,False,61,Noir;Haze;Solomun,Around,0.867,0.345,1,-11.042,True,0.0768,0.0212,0.666,0.103,0.259,115.0,4.0,800.0,199.0,2.36741214057508,techno,20
Deep Within,469170,False,4,Glenn Underground,Black Resurrection,0.788,0.556,0,-17.265,True,0.0778,0.0356,0.894,0.0485,0.821,124.906,4.0,977.0,244.0,3.349056603773585,chicago-house,6
Q-Galaxy (Q-BASE BKJN OST 2017),180000,False,16,The Sickest Squad;MC Diesel,Q-Galaxy (Q-BASE 2017 BKJM OST),0.467,0.978,9,-4.482,False,0.0815,0.00012,0.685,0.176,0.0371,100.062,4.0,298.0,75.0,1.343558282208589,happy,9
Devotion - Marshall Jefferson Remix,215898,False,5,Ten City;Marshall Jefferson,Devotion (Marshall Jefferson Remix),0.715,0.825,6,-5.879,False,0.0533,0.0679,0.615,0.164,0.723,123.98,4.0,445.0,110.0,1.1709531013615733,chicago-house,6
Au Bord Du Gouffre,532971,False,17,Regarde Les Hommes Tomber,Ascension,0.163,0.983,5,-4.327,False,0.0881,1.66e-06,0.419,0.25,0.0463,130.704,4.0,1152.0,289.0,1.2793053545586106,black-metal,2
If I Can't Get Down - Mousse T.'s Funky Shizzle Extended Mix (Mixed),356128,False,7,Mike Dunn;Mousse T.,Defected Presents Most Rated 2021 (DJ Mix),0.857,0.933,0,-3.969,True,0.107,0.0527,0.325,0.0776,0.782,124.015,4.0,735.0,183.0,3.349056603773585,chicago-house,6
高嶺の林檎,277150,False,24,NMB48,高嶺の林檎 (劇場盤),0.394,0.981,9,-2.451,True,0.0672,0.0652,5.44e-06,0.256,0.401,155.987,4.0,709.0,175.0,1.343558282208589,j-idol,15
Tropical Thunder healing Sounds of Mother Nature,360000,False,40,Nature Sounds Nature Music,Tropical Storm for Deep Sleep - Thunderstorm Sounds and Rain Sound Sounds of Nature White Noise for Mindfulness Meditation Relaxation and Sleep Tropical Thunder Storm,0.164,0.547,10,-20.848,False,0.0759,8.14e-05,0.969,0.357,0.0233,114.325,4.0,782.0,196.0,0.7573891625615764,sleep,17
Pearl,192142,False,41,Larissa Lambert,Pearl,0.659,0.593,0,-6.814,False,0.0456,0.0427,2.17e-06,0.0689,0.47,84.945,4.0,269.0,67.0,3.349056603773585,study,19
Buffalo Gals,94689,False,23,Blueridge Mountain Bluegrass Band,Deliverance - Dueling Banjos - Music from the Landmark Film,0.414,0.558,4,-14.522,True,0.0317,0.0309,0.966,0.244,0.843,137.374,3.0,204.0,67.0,0.916010498687664,bluegrass,3
Zaharila,221097,False,31,El Michels Affair;Piya Malik,Yeti Season (Deluxe Version),0.378,0.596,0,-6.61,True,0.0316,0.0788,0.000628,0.488,0.501,81.873,4.0,297.0,75.0,3.349056603773585,afrobeat,1
Over the Rainbow - Piano & Cello,118421,False,43,Benny Martin;The Wong Janice,Over the Rainbow (Piano & Cello),0.164,0.186,3,-15.29,True,0.0395,0.955,0.899,0.119,0.193,180.138,4.0,340.0,84.0,1.7389162561576357,disney,7
Sliver Moon,161106,False,32,Caspar Babypants,Night Night!,0.712,0.0716,5,-17.71,True,0.0449,0.981,0.0178,0.108,0.211,130.84,4.0,345.0,87.0,1.2793053545586106,disney,7
Make Some Noise - Julian Jumpin Perez Mix,346341,False,0,Fast Eddie;Julian 'Jumpin' Perez,Make Some Noise,0.788,0.85,10,-6.502,False,0.0538,0.000296,0.000983,0.14,0.567,123.385,4.0,712.0,177.0,0.7573891625615764,chicago-house,6
Baba Hya - Remastered,329365,False,18,Lafayette Afro Rock Band,Malik,0.436,0.915,7,-5.147,False,0.151,0.405,0.88,0.0748,0.776,88.39,4.0,478.0,120.0,4.067085953878407,afrobeat,1
Lua Branca,240000,False,20,Afrocidade;Luedji Luna,Vivão,0.81,0.858,3,-3.704,False,0.0696,0.12,4.2e-05,0.0771,0.69,110.993,4.0,432.0,108.0,1.7389162561576357,afrobeat,1
Electronic Debris,410794,False,8,Mr. Fingers,Vault Sessions 1,0.802,0.837,2,-9.169,True,0.0376,0.0313,0.859,0.103,0.268,123.002,4.0,840.0,210.0,3.70048309178744,chicago-house,6
Do While ⌘X,290893,False,35,Oval,94diskont.,0.308,0.251,2,-21.984,False,0.0599,0.947,0.924,0.0707,0.39,77.476,4.0,428.0,107.0,3.70048309178744,idm,10
Soleil Couchant,225953,False,29,The Souljazz Orchestra,Resistance,0.618,0.831,9,-7.018,False,0.0802,0.429,0.321,0.168,0.92,126.058,4.0,458.0,114.0,1.343558282208589,afrobeat,1
Es ist ein Ros´ entsprungen,148360,False,0,Traditional;Wiener Sängerknaben;Gerald Wirth,Classical Christmas,0.197,0.118,7,-19.047,True,0.0377,0.992,0.00107,0.0691,0.214,85.289,4.0,205.0,50.0,4.067085953878407,sleep,17
Crazy Eyes,257613,False,27,Old Crow Medicine Show,Tennessee Pusher,0.628,0.447,2,-9.824,True,0.0266,0.485,5.65e-05,0.12,0.488,109.506,4.0,462.0,116.0,3.70048309178744,bluegrass,3
Mahola,232000,False,56,Turquoise Palms,Mahola,0.0851,0.199,0,-25.653,True,0.0447,0.827,0.766,0.108,0.054,77.681,4.0,439.0,111.0,3.349056603773585,sleep,17
Fire - Sunrise Version,301826,False,15,The Prodigy,Fire,0.747,0.72,5,-10.53,False,0.0513,0.0151,0.00212,0.0513,0.951,140.028,4.0,698.0,176.0,1.2793053545586106,breakbeat,5
A Nossa Primeira Vez,171467,False,41,Forró dos Plays,Verão dos Plays,0.662,0.923,10,-2.661,False,0.0443,0.385,0.0,0.336,0.964,169.844,4.0,475.0,119.0,0.7573891625615764,forro,8
Haan Tu Hain,324880,False,71,Pritam;KK,Jannat (Original Motion Picture Soundtrack),0.415,0.904,2,-3.586,False,0.104,0.718,0.0,0.0739,0.729,83.648,4.0,440.0,113.0,3.70048309178744,indian,11
Near,328642,False,40,Deafheaven,Ordinary Corrupt Human Love,0.296,0.48,0,-9.685,True,0.0281,0.166,0.934,0.112,0.157,133.509,4.0,718.0,179.0,3.349056603773585,black-metal,2
Mental Black Resurrection - Piano Dub,614051,False,7,Glenn Underground,Black Resurrection,0.802,0.729,1,-11.666,True,0.0452,0.0619,0.859,0.0545,0.496,125.551,4.0,1284.0,320.0,2.36741214057508,chicago-house,6
致姗姗来迟的你,246022,False,54,A Si;Yoga Lin,我愚蠢的理想主义,0.697,0.628,6,-7.194,False,0.0362,0.418,0.0,0.373,0.741,119.99,4.0,489.0,122.0,1.1709531013615733,mandopop,16
So Fine,275360,False,10,Freestylers,Adventures In Freestyle,0.751,0.742,5,-5.749,False,0.0363,0.00168,0.0134,0.11,0.54,118.013,4.0,527.0,133.0,1.2793053545586106,breakbeat,5
Night on the River,213226,False,27,The Infamous Stringdusters,Silver Sky,0.492,0.681,7,-6.292,True,0.0269,0.46,0.00498,0.192,0.67,108.824,4.0,383.0,96.0,4.067085953878407,bluegrass,3
君と僕の関係(前田敦子、板野友美),182000,False,26,AKB48,ここにいたこと(初回限定盤),0.703,0.956,6,-3.0,True,0.0401,0.028,0.000268,0.0292,0.923,135.977,4.0,402.0,99.0,1.1709531013615733,j-idol,15
Loser,339093,False,23,Keller & The Keels,Grass,0.494,0.267,2,-13.019,True,0.0321,0.577,0.033,0.101,0.367,151.536,4.0,830.0,209.0,3.70048309178744,bluegrass,3
Tiramisu de Limon,249586,False,3,Joaquín Sabina,Éxitos del Pop en Español de los Años 2000,0.563,0.588,2,-7.125,True,0.0318,0.0185,0.0,0.0976,0.413,111.951,4.0,450.0,112.0,3.70048309178744,spanish,18
Are You Dead Yet?,234880,False,29,Children Of Bodom,Are You Dead Yet?,0.461,0.961,8,-3.011,True,0.0479,6.39e-06,0.14,0.308,0.416,96.009,4.0,373.0,94.0,2.7259036144578315,black-metal,2
Dying to Live,189105,False,23,Sevendust,Dying To Live,0.498,0.948,6,-5.832,True,0.0776,7.17e-05,0.0348,0.0775,0.509,134.978,4.0,416.0,103.0,1.1709531013615733,industrial,12
Zaczynają się Święta,118920,False,28,Czeslaw Mozil;Katarzyna Łaska;Magdalena Wasylik,Kraina lodu: Przygoda Olafa (Ścieżka dźwiękowa polskiej wersji),0.485,0.372,6,-8.428,False,0.0308,0.717,0.0,0.122,0.516,138.911,4.0,265.0,65.0,1.1709531013615733,disney,7
Epikur - Original,490725,False,49,DAVID AUGUST,Epikur EP,0.556,0.598,1,-11.109,True,0.0311,0.0122,0.905,0.269,0.142,117.989,4.0,955.0,238.0,2.36741214057508,techno,20
勇氣,239293,False,57,Fish Leong,勇氣,0.64,0.366,5,-9.357,True,0.0291,0.743,0.0,0.0952,0.235,115.801,4.0,451.0,112.0,1.2793053545586106,mandopop,16
Flauta Shakuhachi (Canciones Orientales),329352,False,6,Musica para Acostarse,Música para Acostarse - 30 Canciones Relajantes para Dormir Profundamente y Recarga de Energía,0.113,0.169,6,-16.514,True,0.0413,0.979,0.951,0.116,0.0383,74.423,3.0,411.0,136.0,1.1709531013615733,mandopop,16
Buscando la llave,304813,False,30,Ángeles Del Infierno,Todos somos angeles,0.486,0.758,6,-8.432,True,0.0361,0.00105,6.9e-05,0.135,0.625,146.032,4.0,730.0,183.0,1.1709531013615733,spanish,18
Wickedest Ride,182653,False,23,Vybz Kartel;Gaza Slim,Wickedest Ride,0.708,0.772,5,-3.759,False,0.175,0.298,0.0,0.129,0.448,84.56,4.0,256.0,63.0,1.2793053545586106,j-dance,14
天外來物,257212,False,59,Joker Xue,天外來物,0.587,0.474,11,-7.107,True,0.0369,0.434,7.81e-06,0.354,0.367,135.606,4.0,568.0,142.0,0.7481162540365985,mandopop,16
Stop! In the Name of Love,229480,False,34,Lisa Ekdahl,Stop! In the Name of Love,0.729,0.229,7,-12.156,True,0.0317,0.949,0.0669,0.131,0.364,107.969,4.0,409.0,102.0,4.067085953878407,j-dance,14
Broken Machines - Mixed,128560,False,8,Roy Davis Jr.,fabric presents Danilo Plessow (MCDE) [DJ Mix],0.852,0.579,7,-13.224,True,0.0683,0.000216,0.646,0.165,0.658,128.961,4.0,275.0,69.0,4.067085953878407,chicago-house,6
Tuta Pull Wahan,313170,False,59,Deepak Rathore Project,Tuta Pull Wahan,0.588,0.283,8,-12.663,True,0.0364,0.863,0.0,0.121,0.284,82.044,4.0,422.0,104.0,2.7259036144578315,indian,11
Mrs Macaroni,117060,False,31,The Wiggles,Party Time!,0.778,0.715,9,-7.122,True,0.0371,0.355,0.0,0.264,0.97,107.184,4.0,202.0,49.0,1.343558282208589,disney,7
Você Vai Se Amarrar,173479,False,41,Alemão Do Forró,"Alemão do Forró, Vol. 06: O Rei do Forró Capixaba",0.808,0.826,0,-4.892,True,0.0501,0.167,1.73e-06,0.0794,0.791,96.985,4.0,279.0,68.0,3.349056603773585,forro,8
Polar Opposites,206960,False,29,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,0.593,0.834,2,-6.413,True,0.0306,0.0145,0.0028,0.138,0.734,131.821,4.0,440.0,110.0,3.70048309178744,bluegrass,3
Barbola Work,402706,False,0,The Black Dog,Spanners,0.751,0.907,1,-11.562,True,0.0441,0.0272,0.854,0.359,0.924,124.009,4.0,832.0,207.0,2.36741214057508,idm,10
Sikker Beats,239350,False,10,Luke Vibert,Luke Vibert presents Rave Hop,0.721,0.611,1,-5.411,True,0.0949,8.15e-05,0.0452,0.113,0.692,99.973,4.0,393.0,97.0,2.36741214057508,idm,10
To Love You More (Glee Cast Version),265866,False,43,Glee Cast,"Glee: The Music, The Complete Season Four",0.31,0.502,2,-6.438,True,0.0322,0.631,1.24e-06,0.132,0.0524,119.993,4.0,517.0,128.0,3.70048309178744,techno,20
Aladdin's Hideout,115136,False,38,Alan Menken,Aladdin (Original Motion Picture Soundtrack),0.17,0.0722,0,-22.991,True,0.0416,0.905,0.705,0.104,0.0608,115.062,5.0,218.0,55.0,3.349056603773585,disney,7
Just Jesus,215066,False,43,Hillsong Young & Free,III,0.679,0.757,10,-7.668,False,0.0556,0.0255,0.355,0.312,0.611,110.015,4.0,385.0,95.0,0.7573891625615764,forro,8
The Motto - Robin Schulz Remix,157426,False,59,Tiësto;Ava Max;Robin Schulz,The Motto (Robin Schulz Remix),0.551,0.889,7,-6.109,False,0.0415,0.00323,0.651,0.447,0.157,126.007,4.0,320.0,80.0,4.067085953878407,chicago-house,6
Aww Shit - Original Mix,321775,False,14,Paul Johnson,Stop Trippin',0.851,0.86,6,-7.832,True,0.0772,4.12e-06,0.957,0.0704,0.675,132.858,4.0,702.0,177.0,1.1709531013615733,chicago-house,6
Raining In Virginia,180320,False,27,Breaking Grass,Just As Strong,0.525,0.625,9,-7.013,True,0.0283,0.596,0.0,0.138,0.718,145.088,4.0,429.0,106.0,1.343558282208589,bluegrass,3
Tu jardín con enanitos,236975,False,73,Melendi,Lágrimas desordenadas,0.721,0.834,7,-4.457,True,0.0345,0.337,0.0,0.104,0.53,127.92,4.0,505.0,125.0,4.067085953878407,spanish,18
No Tomorrow,256306,False,21,Hypocrisy,A Taste of Extreme Divinity,0.387,0.956,10,-3.923,True,0.0821,4.83e-06,0.811,0.384,0.155,120.11,4.0,509.0,126.0,0.7573891625615764,black-metal,2
Arterial,254962,False,40,Lusine,Arterial,0.841,0.588,11,-11.024,True,0.0744,0.251,0.76,0.11,0.304,90.025,4.0,377.0,94.0,0.7481162540365985,idm,10
Seesoar,315000,False,10,Ochre,A Midsummer Nice Dream,0.393,0.876,0,-11.533,False,0.0456,0.149,0.82,0.187,0.346,127.994,4.0,823.0,207.0,3.349056603773585,idm,10
"Phir Le Aya Dil (From ""Barfi!"") - Reprise",305613,False,43,Pritam;Arijit Singh,Yours Truly Arijit,0.231,0.545,7,-8.92,True,0.0358,0.838,3.5e-06,0.0961,0.325,77.727,4.0,389.0,97.0,4.067085953878407,indian,11
7 Day Weekend,219272,False,11,A.Skillz,7 Day Weekend,0.772,0.978,5,-4.615,False,0.273,0.00417,0.00473,0.309,0.707,109.962,4.0,399.0,99.0,1.2793053545586106,breakbeat,5
Mezzanotte,165230,False,61,Ana Mena,Mezzanotte,0.757,0.737,6,-3.175,True,0.0511,0.058,0.0,0.173,0.705,129.941,4.0,354.0,90.0,1.1709531013615733,spanish,18
